Age_at_enrollment,Gender,Marital_status,Scholarship_holder,Debtor,Tuition_fees_up_to_date,International,Educational_special_needs,Previous_qualification_grade,Admission_grade,Application_order,Application_mode,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Passing_ratio_1st_sem,Grade_difference,Participation_ratio_1st_sem,Age_category_<20,Age_category_20-25,Age_category_26-30,Age_category_31-40,Age_category_>40,Performance_category_Average,Performance_category_Below Average,Performance_category_Excellent,Performance_category_Good,Performance_category_Poor,Application_priority_High,Application_priority_Low,Status_Dropout,Status_Enrolled,Status_Graduate,Cluster,Risk_Category,Risk_Level
0.0377358490566037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3368421052631579,0.2505263157894736,0.2222222222222222,0.2857142857142857,0.2692307692307692,0.2307692307692307,0.6852097130242825,0.0465116279069767,0.0465116279069767,0.0051546391752577,0.0512820512820512,0.8571428571428571,0.4414285714285714,0.3673469387755102,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.0754716981132075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5789473684210527,0.5789473684210527,0.1111111111111111,0.7678571428571429,0.2307692307692307,0.1923076923076923,0.6281929990539262,0.0697674418604651,0.0930232558139534,0.0206185567010309,0.0102564102564102,0.8333333333333334,0.5,0.7142857142857143,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.0566037735849056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.3684210526315789,0.1111111111111111,0.8928571428571429,0.2307692307692307,0.2307692307692307,0.6799116997792495,0.9534883720930232,0.0465116279069767,0.6443298969072165,0.6358974358974359,1.0,0.5357142857142857,0.3333333333333333,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5052631578947369,0.4610526315789475,0.1111111111111111,0.0,0.1923076923076923,0.1153846153846153,0.6004415011037528,0.0,0.0,0.0206185567010309,0.0307692307692307,0.6,0.4700000000000001,0.5142857142857143,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,Medium,1
0.0377358490566037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4526315789473684,0.4157894736842105,0.1111111111111111,0.3035714285714285,0.2307692307692307,0.2307692307692307,0.6710816777041942,0.4186046511627907,0.0,0.0463917525773195,0.0256410256410256,1.0,0.475,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.320754716981132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.3831578947368421,0.1111111111111111,0.0,0.1923076923076923,0.1923076923076923,0.656953642384106,0.0232558139534883,0.8372093023255814,0.0154639175257731,0.0461538461538461,1.0,0.51,0.3428571428571428,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.3773584905660377,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3684210526315789,0.0789473684210526,0.1111111111111111,0.6785714285714286,0.2692307692307692,0.0,0.0,0.8604651162790697,0.8372093023255814,0.0463917525773195,0.0307692307692307,0.0,0.3035714285714285,0.2857142857142857,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,2,Tinggi,2
0.490566037735849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4010526315789473,0.3557894736842106,0.1111111111111111,0.6785714285714286,0.1923076923076923,0.0,0.0,0.7674418604651163,0.8372093023255814,0.0,0.0,0.0,0.4692857142857144,0.0,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,2,Tinggi,2
0.7169811320754716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4736842105263157,0.2936842105263158,0.1111111111111111,0.75,0.1923076923076923,0.0384615384615384,0.5298013245033113,0.8372093023255814,0.8372093023255814,0.0309278350515463,0.0307692307692307,0.2,0.3778571428571429,0.5714285714285714,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,4,Tinggi,2
0.4150943396226415,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.2631578947368421,0.1989473684210526,0.1111111111111111,0.6785714285714286,0.1923076923076923,0.1923076923076923,0.5827814569536424,0.4186046511627907,0.4186046511627907,0.0463917525773195,0.0153846153846153,1.0,0.4564285714285714,0.4571428571428572,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0566037735849056,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2631578947368421,0.2631578947368421,0.1111111111111111,0.7678571428571429,0.2307692307692307,0.1153846153846153,0.6181015452538631,0.0697674418604651,0.0697674418604651,0.0154639175257731,0.0307692307692307,0.5,0.5,0.619047619047619,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3263157894736842,0.2747368421052631,0.5555555555555556,0.0,0.2307692307692307,0.1538461538461538,0.6754966887417219,0.0465116279069767,0.0465116279069767,0.0103092783505154,0.0102564102564102,0.6666666666666666,0.4649999999999999,0.2857142857142857,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1,Medium,1
0.0943396226415094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.2673684210526316,0.2222222222222222,0.0,0.1923076923076923,0.1923076923076923,0.7841059602649006,0.0465116279069767,0.4186046511627907,0.0103092783505154,0.0358974358974358,1.0,0.41,0.2857142857142857,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0943396226415094,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0842105263157894,0.0589473684210525,0.6666666666666666,0.0,0.2692307692307692,0.1923076923076923,0.737907284768212,0.0,0.0465116279069767,0.0103092783505154,0.0102564102564102,0.7142857142857143,0.4828571428571428,0.3673469387755102,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,1,Medium,1
0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.2778947368421053,0.1111111111111111,0.2857142857142857,0.2307692307692307,0.1538461538461538,0.6887417218543046,0.0,0.8604651162790697,0.0257731958762886,0.0256410256410256,0.6666666666666666,0.51,0.3333333333333333,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,Medium,1
0.2264150943396226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4010526315789473,0.1547368421052632,0.1111111111111111,0.6785714285714286,0.1923076923076923,0.0,0.0,0.8372093023255814,0.8372093023255814,0.0463917525773195,0.0461538461538461,0.0,0.3328571428571429,0.0,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,2,Tinggi,2
0.1320754716981132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6210526315789474,0.411578947368421,0.1111111111111111,0.2857142857142857,0.1923076923076923,0.0769230769230769,0.609271523178808,0.8604651162790697,0.8604651162790697,0.0206185567010309,0.0256410256410256,0.4,0.3578571428571428,0.5142857142857143,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.343157894736842,0.2222222222222222,0.2857142857142857,0.2307692307692307,0.2307692307692307,0.6181015452538631,0.4186046511627907,0.4186046511627907,0.0463917525773195,0.0461538461538461,1.0,0.4828571428571428,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0943396226415094,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3894736842105263,0.3936842105263158,0.6666666666666666,0.2857142857142857,0.2692307692307692,0.2307692307692307,0.7161147902869757,0.8372093023255814,0.4186046511627907,0.0360824742268041,0.0358974358974358,0.8571428571428571,0.5028571428571429,0.3265306122448979,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1,Medium,1
0.0754716981132075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.4042105263157895,0.1111111111111111,0.7678571428571429,0.2307692307692307,0.2307692307692307,0.609271523178808,0.0,0.4186046511627907,0.0463917525773195,0.0461538461538461,1.0,0.5242857142857144,0.2857142857142857,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0377358490566037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4631578947368421,0.3273684210526315,0.1111111111111111,0.0,0.2307692307692307,0.1923076923076923,0.6534216335540839,0.8372093023255814,0.8604651162790697,0.0463917525773195,0.0461538461538461,0.8333333333333334,0.4078571428571428,0.3333333333333333,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.1320754716981132,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.1947368421052631,0.1111111111111111,0.6785714285714286,0.2307692307692307,0.2307692307692307,0.7240618101545253,0.4186046511627907,0.8604651162790697,0.0463917525773195,0.0358974358974358,1.0,0.3821428571428571,0.2857142857142857,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0377358490566037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4631578947368421,0.2768421052631579,0.1111111111111111,0.0,0.3076923076923077,0.2307692307692307,0.6269315673289183,0.8372093023255814,0.8604651162790697,0.0309278350515463,0.0307692307692307,0.75,0.3735714285714285,0.3571428571428571,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.0566037735849056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3368421052631579,0.2821052631578947,0.1111111111111111,0.0,0.2307692307692307,0.1538461538461538,0.7417218543046358,0.0,0.4186046511627907,0.0360824742268041,0.0358974358974358,0.6666666666666666,0.4628571428571428,0.5238095238095238,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,Medium,1
0.0377358490566037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7578947368421053,0.676842105263158,0.3333333333333333,0.0,0.1923076923076923,0.1923076923076923,0.7795648060548722,0.8372093023255814,0.8372093023255814,0.4639175257731959,0.4615384615384615,1.0,0.445,0.3999999999999999,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.1886792452830188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.2631578947368421,0.1111111111111111,0.6785714285714286,0.1923076923076923,0.1923076923076923,0.5615894039735099,0.8604651162790697,0.8604651162790697,0.0463917525773195,0.0461538461538461,1.0,0.4285714285714285,0.6857142857142857,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0,Rendah,0
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.3589473684210525,0.1111111111111111,0.0,0.2692307692307692,0.2692307692307692,0.6910963944076527,0.0,0.4186046511627907,0.0257731958762886,0.0256410256410256,1.0,0.4935714285714285,0.3673469387755102,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.4150943396226415,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.3684210526315789,0.1111111111111111,0.1071428571428571,0.2307692307692307,0.0,0.0,0.0,0.0465116279069767,0.0206185567010309,0.0153846153846153,0.0,0.5,0.4761904761904762,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,2,Tinggi,2
0.1886792452830188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3578947368421052,0.6347368421052633,0.1111111111111111,0.6785714285714286,0.2307692307692307,0.1923076923076923,0.6887417218543046,0.0465116279069767,0.0465116279069767,0.0103092783505154,0.0102564102564102,0.8333333333333334,0.687857142857143,0.4285714285714285,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,1,Medium,1
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4842105263157895,0.4715789473684211,0.1111111111111111,0.2857142857142857,0.3076923076923077,0.3076923076923077,0.7912582781456954,0.8604651162790697,0.8604651162790697,0.0360824742268041,0.0512820512820512,1.0,0.4914285714285715,0.2857142857142857,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.2126315789473684,0.3333333333333333,0.0,0.0,0.0,0.0,0.8604651162790697,0.8372093023255814,0.0206185567010309,0.0461538461538461,0.8571428571428571,0.43,0.3522947640594699,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3,Tinggi,2
0.0188679245283018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.2094736842105263,0.2222222222222222,0.0,0.2692307692307692,0.2307692307692307,0.6958057395143488,0.4186046511627907,0.4186046511627907,0.0463917525773195,0.0461538461538461,0.8571428571428571,0.4278571428571429,0.3265306122448979,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,1,Medium,1
0.0754716981132075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.388421052631579,0.1111111111111111,0.7678571428571429,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.4186046511627907,0.0,0.0463917525773195,0.0461538461538461,1.0,0.5135714285714286,0.3333333333333333,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0377358490566037,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.3263157894736842,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.8372093023255814,0.0206185567010309,0.0358974358974358,0.8571428571428571,0.45,0.3522947640594699,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,3,Tinggi,2
0.0377358490566037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3368421052631579,0.3705263157894735,0.1111111111111111,0.2857142857142857,0.2307692307692307,0.1923076923076923,0.6039735099337749,0.0,0.0,0.0154639175257731,0.0205128205128205,0.8333333333333334,0.5228571428571428,0.2857142857142857,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1,Medium,1
0.1320754716981132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2210526315789473,0.2726315789473685,0.1111111111111111,0.75,0.2307692307692307,0.0,0.0,0.0,0.0,0.0154639175257731,0.0153846153846153,0.0,0.535,0.2857142857142857,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,2,Tinggi,2
0.2264150943396226,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.4010526315789473,0.3263157894736842,0.1111111111111111,0.7321428571428571,0.2692307692307692,0.1923076923076923,0.6304635761589404,0.0,0.0,0.0257731958762886,0.0256410256410256,0.7142857142857143,0.4492857142857143,0.4081632653061224,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1,Medium,1
0.0377358490566037,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4631578947368421,0.3494736842105262,0.3333333333333333,0.0,0.0,0.0,0.0,0.4186046511627907,0.4186046511627907,0.0257731958762886,0.0153846153846153,0.8571428571428571,0.4228571428571427,0.3522947640594699,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,3,Tinggi,2
0.1132075471698113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3684210526315789,0.3684210526315789,0.1111111111111111,0.7678571428571429,0.2307692307692307,0.2307692307692307,0.6660359508041627,0.4186046511627907,0.8372093023255814,0.0463917525773195,0.0461538461538461,1.0,0.5,0.3809523809523809,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,Rendah,0
0.0377358490566037,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3157894736842105,0.2642105263157894,0.3333333333333333,0.0,0.1923076923076923,0.1923076923076923,0.5933774834437086,0.0,0.8604651162790697,0.0360824742268041,0.0358974358974358,1.0,0.4649999999999999,0.4571428571428572,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0,Rendah,0
0.1698113207547169,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6842105263157895,0.0526315789473684,0.1111111111111111,0.6785714285714286,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.4186046511627907,0.8372093023255814,0.0360824742268041,0.0512820512820512,1.0,0.0714285714285714,0.3333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0,Rendah,0
